bin_id	chrom	start	end	mid_bp	position_cM
bin_01566	Chr06	16600000	16700000	16650000	114.3317
bin_01567	Chr06	16700000	16800000	16750000	115.4589
bin_01568	Chr06	16800000	16900000	16850000	116.1836
bin_01569	Chr06	16900000	17000000	16950000	117.1498
bin_01570	Chr06	17000000	17100000	17050000	118.1965
bin_01571	Chr06	17100000	17200000	17150000	118.9211
bin_01572	Chr06	17200000	17300000	17250000	120.1288
bin_01573	Chr06	17300000	17400000	17350000	120.5314
bin_01574	Chr06	17400000	17500000	17450000	121.095
bin_01575	Chr06	17500000	17600000	17550000	121.7391
bin_01576	Chr06	17600000	17700000	17650000	122.1417
bin_01577	Chr06	17700000	17800000	17750000	122.5443
bin_01578	Chr06	17800000	17900000	17850000	122.8663
bin_01579	Chr06	17900000	18000000	17950000	123.1079
bin_01580	Chr06	18000000	18100000	18050000	123.2689
bin_01581	Chr06	18100000	18200000	18150000	123.3494
bin_01582	Chr06	18200000	18300000	18250000	123.43
bin_01583	Chr06	18300000	18400000	18350000	123.5105
bin_01584	Chr06	18400000	18500000	18450000	123.6715
bin_01585	Chr06	18500000	18600000	18550000	123.8325
bin_01586	Chr06	18600000	18700000	18650000	124.6377
bin_01587	Chr06	18700000	18800000	18750000	124.7987
bin_01588	Chr06	18800000	18900000	18850000	124.9597
bin_01589	Chr06	18900000	19000000	18950000	125.0403
bin_01590	Chr06	19000000	19100000	19050000	125.2818
bin_01591	Chr06	19100000	19200000	19150000	125.5233
bin_01592	Chr06	19200000	19300000	19250000	125.6844
bin_01593	Chr06	19300000	19600000	19450000	125.9259
bin_01594	Chr06	19600000	19700000	19650000	126.087
bin_01595	Chr06	19700000	20100000	19900000	126.248
bin_01596	Chr06	20100000	20400000	20250000	126.4895
bin_01597	Chr06	20400000	20600000	20500000	126.7311
bin_01598	Chr06	20600000	20900000	20750000	126.8921
bin_01599	Chr06	20900000	21000000	20950000	127.3752
bin_01600	Chr06	21000000	21200000	21100000	127.7778
bin_01601	Chr06	21200000	21400000	21300000	127.8583
bin_01602	Chr06	21400000	21500000	21450000	128.0193
bin_01603	Chr06	21500000	21600000	21550000	128.1804
bin_01604	Chr06	21600000	21900000	21750000	128.2609
bin_01605	Chr06	21900000	22000000	21950000	128.4219
bin_01606	Chr06	22000000	22100000	22050000	128.5829
bin_01607	Chr06	22100000	22400000	22250000	128.744
bin_01608	Chr06	22400000	24300000	23350000	128.905
bin_01609	Chr06	24300000	24800000	24550000	129.066
bin_01610	Chr06	24800000	25800000	25300000	129.1465
bin_01611	Chr06	25800000	28300000	27050000	129.2271
bin_01612	Chr06	28300000	28600000	28450000	129.3881
bin_01613	Chr06	28600000	29800000	29200000	129.5491
bin_01614	Chr06	29800000	34700000	32250000	129.6296
bin_01615	Chr06	34700000	34900000	34800000	129.7101
bin_01616	Chr06	34900000	35900000	35400000	129.7907
bin_01617	Chr06	35900000	36000000	35950000	129.8712
bin_01618	Chr06	36000000	38400000	37200000	129.9517
bin_01619	Chr06	38400000	38600000	38500000	130.1127
bin_01620	Chr06	38600000	38700000	38650000	130.1932
bin_01621	Chr06	38700000	38800000	38750000	130.2738
bin_01622	Chr06	38800000	39000000	38900000	130.3543
bin_01623	Chr06	39000000	39100000	39050000	130.4348
bin_01624	Chr06	39100000	39200000	39150000	130.5958
bin_01625	Chr06	39200000	39700000	39450000	130.8374
bin_01626	Chr06	39700000	39900000	39800000	130.9984
bin_01627	Chr06	39900000	40300000	40100000	131.1594
bin_01628	Chr06	40300000	40400000	40350000	131.2399
bin_01629	Chr06	40400000	40700000	40550000	131.3205
bin_01630	Chr06	40700000	41700000	41200000	131.401
bin_01631	Chr06	41700000	41800000	41750000	131.6425
bin_01632	Chr06	41800000	42000000	41900000	131.723
bin_01633	Chr06	42000000	42200000	42100000	131.9646
bin_01634	Chr06	42200000	42300000	42250000	132.1256
bin_01635	Chr06	42300000	42400000	42350000	132.2866
bin_01636	Chr06	42400000	42500000	42450000	132.8502
bin_01637	Chr06	42500000	42600000	42550000	133.0918
bin_01638	Chr06	42600000	42700000	42650000	133.1723
bin_01639	Chr06	42700000	43000000	42850000	133.3333
bin_01640	Chr06	43000000	43100000	43050000	133.4138
bin_01641	Chr06	43100000	43400000	43250000	133.4944
bin_01642	Chr06	43400000	43600000	43500000	133.5749
bin_01643	Chr06	43600000	44000000	43800000	133.6554
bin_01644	Chr06	44000000	44200000	44100000	133.8164
bin_01645	Chr06	44200000	44300000	44250000	134.058
bin_01646	Chr06	44300000	44400000	44350000	134.219
bin_01647	Chr06	44400000	44500000	44450000	134.2995
bin_01648	Chr06	44500000	44700000	44600000	134.38
bin_01649	Chr06	44700000	44800000	44750000	134.6216
bin_01650	Chr06	44800000	45000000	44900000	134.7021
bin_01651	Chr06	45000000	45200000	45100000	134.7826
bin_01652	Chr06	45200000	45300000	45250000	135.1047
bin_01653	Chr06	45300000	45400000	45350000	135.1852
bin_01654	Chr06	45400000	45500000	45450000	136.0709
bin_01655	Chr06	45500000	45600000	45550000	136.3929
bin_01656	Chr06	45600000	45700000	45650000	136.5539
bin_01657	Chr06	45700000	45800000	45750000	136.715
bin_01658	Chr06	45800000	45900000	45850000	136.9565
bin_01659	Chr06	45900000	46000000	45950000	137.1981
bin_01660	Chr06	46000000	46100000	46050000	137.6006
bin_01661	Chr06	46100000	46300000	46200000	137.9227
bin_01662	Chr06	46300000	46400000	46350000	138.4863
bin_01663	Chr06	46400000	46700000	46550000	138.8084
bin_01664	Chr06	46700000	46900000	46800000	139.372
bin_01665	Chr06	46900000	47000000	46950000	139.694
bin_01666	Chr06	47000000	47100000	47050000	140.0966
bin_01667	Chr06	47100000	47200000	47150000	140.2576
bin_01668	Chr06	47200000	47300000	47250000	140.6602
bin_01669	Chr06	47300000	47400000	47350000	140.9823
bin_01670	Chr06	47400000	47500000	47450000	141.3043
bin_01671	Chr06	47500000	47600000	47550000	142.1095
bin_01672	Chr06	47600000	47700000	47650000	143.0757
bin_01673	Chr06	47700000	47800000	47750000	144.686
bin_01674	Chr06	47800000	48000000	47900000	145.0886
bin_01675	Chr06	48000000	48100000	48050000	145.6522
bin_01676	Chr06	48100000	48200000	48150000	146.1353
bin_01677	Chr06	48200000	48300000	48250000	146.5378
bin_01678	Chr06	48300000	48400000	48350000	147.182
bin_01679	Chr06	48400000	48500000	48450000	147.504
bin_01680	Chr06	48500000	48600000	48550000	147.7456
bin_01681	Chr06	48600000	48700000	48650000	148.2287
bin_01682	Chr06	48700000	48800000	48750000	149.3559
bin_01683	Chr06	48800000	48900000	48850000	149.839
bin_01684	Chr06	48900000	49000000	48950000	150.3221
bin_01685	Chr06	49000000	49100000	49050000	150.9662
bin_01686	Chr06	49100000	49200000	49150000	151.5298
bin_01687	Chr06	49200000	49400000	49300000	152.657
bin_01688	Chr06	49400000	49500000	49450000	153.1401
bin_01689	Chr06	49500000	49600000	49550000	157.4879
bin_01690	Chr06	49600000	49700000	49650000	157.649
bin_01691	Chr06	49700000	49800000	49750000	158.132
bin_01692	Chr06	49800000	49900000	49850000	159.4203
bin_01693	Chr06	49900000	50000000	49950000	161.5137
bin_01694	Chr06	50000000	50100000	50050000	162.7214
bin_01695	Chr06	50100000	50200000	50150000	163.9291
bin_01696	Chr06	50200000	50300000	50250000	164.8148
bin_01697	Chr06	50300000	50400000	50350000	166.5862
bin_01698	Chr06	50400000	50500000	50450000	167.8744
bin_01699	Chr06	50500000	50600000	50550000	168.438
bin_01700	Chr06	50600000	50800000	50700000	169.4847
bin_01701	Chr06	50800000	50900000	50850000	171.095
bin_01702	Chr06	50900000	51000000	50950000	171.4171
bin_01703	Chr06	51000000	51100000	51050000	172.3027
bin_01704	Chr06	51100000	51200000	51150000	173.1079
bin_01705	Chr06	51200000	51300000	51250000	173.6715
bin_01706	Chr06	51300000	51400000	51350000	175.5233
bin_01707	Chr06	51400000	51500000	51450000	177.1337
bin_01708	Chr06	51500000	51600000	51550000	178.6634
bin_01709	Chr06	51600000	51700000	51650000	178.9855
bin_01710	Chr06	51700000	51800000	51750000	181.0789
bin_01711	Chr06	51800000	51900000	51850000	182.5282
bin_01712	Chr06	51900000	51952677	51926338	184.058
bin_01713	Chr07	1	300000	150000	0.0
bin_01714	Chr07	300000	400000	350000	0.161
bin_01715	Chr07	400000	500000	450000	0.3221
bin_01716	Chr07	500000	600000	550000	0.8052
bin_01717	Chr07	600000	700000	650000	1.7713
bin_01718	Chr07	700000	800000	750000	2.0129
bin_01719	Chr07	800000	900000	850000	2.3349
bin_01720	Chr07	900000	1000000	950000	2.496
bin_01721	Chr07	1000000	1100000	1050000	2.5765
bin_01722	Chr07	1100000	1200000	1150000	3.4622
bin_01723	Chr07	1200000	1300000	1250000	3.9452
bin_01724	Chr07	1300000	1400000	1350000	4.5089
bin_01725	Chr07	1400000	1500000	1450000	5.314
bin_01726	Chr07	1500000	1600000	1550000	6.6023
bin_01727	Chr07	1600000	1700000	1650000	7.971
bin_01728	Chr07	1700000	1800000	1750000	9.5008
bin_01729	Chr07	1800000	2000000	1900000	10.628
bin_01730	Chr07	2000000	2100000	2050000	11.1916
bin_01731	Chr07	2100000	2200000	2150000	11.8357
bin_01732	Chr07	2200000	2300000	2250000	13.0435
bin_01733	Chr07	2300000	2400000	2350000	13.5266
bin_01734	Chr07	2400000	2500000	2450000	14.5733
bin_01735	Chr07	2500000	2600000	2550000	15.942
bin_01736	Chr07	2600000	2700000	2650000	16.4251
bin_01737	Chr07	2700000	2800000	2750000	17.5523
bin_01738	Chr07	2800000	2900000	2850000	18.1965
bin_01739	Chr07	2900000	3000000	2950000	18.9211
bin_01740	Chr07	3000000	3100000	3050000	19.2432
bin_01741	Chr07	3100000	3200000	3150000	20.0483
bin_01742	Chr07	3200000	3300000	3250000	21.4171
bin_01743	Chr07	3300000	3400000	3350000	23.9936
bin_01744	Chr07	3400000	3500000	3450000	24.9597
bin_01745	Chr07	3500000	3600000	3550000	26.0064
bin_01746	Chr07	3600000	3700000	3650000	27.2142
bin_01747	Chr07	3700000	3800000	3750000	27.9388
bin_01748	Chr07	3800000	3900000	3850000	28.5829
bin_01749	Chr07	3900000	4000000	3950000	28.744
bin_01750	Chr07	4000000	4100000	4050000	29.9517
bin_01751	Chr07	4100000	4200000	4150000	30.5153
bin_01752	Chr07	4200000	4300000	4250000	30.8374
bin_01753	Chr07	4300000	4400000	4350000	31.6425
bin_01754	Chr07	4400000	4500000	4450000	32.8502
bin_01755	Chr07	4500000	4600000	4550000	33.4138
bin_01756	Chr07	4600000	4700000	4650000	34.1385
bin_01757	Chr07	4700000	4800000	4750000	34.6216
bin_01758	Chr07	4800000	4900000	4850000	35.0242
bin_01759	Chr07	4900000	5000000	4950000	36.0709
bin_01760	Chr07	5000000	5100000	5050000	36.9565
bin_01761	Chr07	5100000	5200000	5150000	37.7617
bin_01762	Chr07	5200000	5300000	5250000	38.4058
bin_01763	Chr07	5300000	5400000	5350000	38.8889
bin_01764	Chr07	5400000	5500000	5450000	39.211
bin_01765	Chr07	5500000	5600000	5550000	39.372
bin_01766	Chr07	5600000	5700000	5650000	39.533
bin_01767	Chr07	5700000	5800000	5750000	40.0161
bin_01768	Chr07	5800000	5900000	5850000	40.0966
bin_01769	Chr07	5900000	6000000	5950000	40.2576
bin_01770	Chr07	6000000	6200000	6100000	40.4187
bin_01771	Chr07	6200000	6300000	6250000	40.6602
bin_01772	Chr07	6300000	6700000	6500000	40.7407
bin_01773	Chr07	6700000	6800000	6750000	40.9823
bin_01774	Chr07	6800000	6900000	6850000	41.2238
bin_01775	Chr07	6900000	7000000	6950000	41.3849
bin_01776	Chr07	7000000	7100000	7050000	41.5459
bin_01777	Chr07	7100000	7200000	7150000	41.7069
bin_01778	Chr07	7200000	7300000	7250000	42.19
bin_01779	Chr07	7300000	7400000	7350000	42.351
bin_01780	Chr07	7400000	7500000	7450000	42.7536
bin_01781	Chr07	7500000	7600000	7550000	43.0757
bin_01782	Chr07	7600000	7700000	7650000	43.6393
bin_01783	Chr07	7700000	7800000	7750000	44.2029
bin_01784	Chr07	7800000	7900000	7850000	45.0081
bin_01785	Chr07	7900000	8000000	7950000	46.0548
bin_01786	Chr07	8000000	8100000	8050000	47.7456
bin_01787	Chr07	8100000	8200000	8150000	47.9871
bin_01788	Chr07	8200000	8300000	8250000	48.7118
bin_01789	Chr07	8300000	8400000	8350000	49.3559
bin_01790	Chr07	8400000	8500000	8450000	50.161
bin_01791	Chr07	8500000	8600000	8550000	51.6908
bin_01792	Chr07	8600000	8700000	8650000	52.496
bin_01793	Chr07	8700000	8800000	8750000	53.3011
bin_01794	Chr07	8800000	9000000	8900000	53.6232
bin_01795	Chr07	9000000	9100000	9050000	54.4283
bin_01796	Chr07	9100000	9200000	9150000	54.7504
bin_01797	Chr07	9200000	9300000	9250000	54.9114
bin_01798	Chr07	9300000	9500000	9400000	55.153
bin_01799	Chr07	9500000	9600000	9550000	55.9581
bin_01800	Chr07	9600000	9700000	9650000	56.5217
bin_01801	Chr07	9700000	9800000	9750000	57.4074
bin_01802	Chr07	9800000	9900000	9850000	57.8905
bin_01803	Chr07	9900000	10100000	10000000	58.5346
bin_01804	Chr07	10100000	10200000	10150000	58.8567
bin_01805	Chr07	10200000	10300000	10250000	59.2593
bin_01806	Chr07	10300000	10400000	10350000	59.9839
bin_01807	Chr07	10400000	10500000	10450000	60.467
bin_01808	Chr07	10500000	10600000	10550000	61.8357
bin_01809	Chr07	10600000	10700000	10650000	61.9968
bin_01810	Chr07	10700000	10800000	10750000	62.2383
bin_01811	Chr07	10800000	10900000	10850000	62.6409
bin_01812	Chr07	10900000	11000000	10950000	62.8019
bin_01813	Chr07	11000000	11100000	11050000	63.2045
bin_01814	Chr07	11100000	11200000	11150000	63.3655
bin_01815	Chr07	11200000	11400000	11300000	63.6876
bin_01816	Chr07	11400000	11600000	11500000	63.7681
bin_01817	Chr07	11600000	11700000	11650000	63.8486
bin_01818	Chr07	11700000	11800000	11750000	63.9291
bin_01819	Chr07	11800000	12200000	12000000	64.0097
bin_01820	Chr07	12200000	12400000	12300000	64.1707
bin_01821	Chr07	12400000	12500000	12450000	64.2512
bin_01822	Chr07	12500000	12800000	12650000	64.5733
bin_01823	Chr07	12800000	13100000	12950000	64.6538
bin_01824	Chr07	13100000	13200000	13150000	64.7343
bin_01825	Chr07	13200000	13300000	13250000	64.8148
bin_01826	Chr07	13300000	13500000	13400000	65.0564
bin_01827	Chr07	13500000	13600000	13550000	65.2174
bin_01828	Chr07	13600000	13800000	13700000	65.2979
bin_01829	Chr07	13800000	13900000	13850000	65.4589
bin_01830	Chr07	13900000	14100000	14000000	65.5395
bin_01831	Chr07	14100000	14200000	14150000	66.1031
bin_01832	Chr07	14200000	14300000	14250000	66.2641
bin_01833	Chr07	14300000	14400000	14350000	66.3446
bin_01834	Chr07	14400000	14500000	14450000	66.4251
bin_01835	Chr07	14500000	14700000	14600000	66.7472
bin_01836	Chr07	14700000	14800000	14750000	66.8277
bin_01837	Chr07	14800000	14900000	14850000	67.8744
bin_01838	Chr07	14900000	15000000	14950000	68.438
bin_01839	Chr07	15000000	15100000	15050000	69.6457
bin_01840	Chr07	15100000	15200000	15150000	70.2899
bin_01841	Chr07	15200000	15300000	15250000	71.0145
bin_01842	Chr07	15300000	15400000	15350000	72.3027
bin_01843	Chr07	15400000	15500000	15450000	75.0403
bin_01844	Chr07	15500000	15600000	15550000	75.9259
bin_01845	Chr07	15600000	15700000	15650000	76.6506
bin_01846	Chr07	15700000	15800000	15750000	77.5362
bin_01847	Chr07	15800000	15900000	15850000	78.3414
bin_01848	Chr07	15900000	16000000	15950000	78.6634
bin_01849	Chr07	16000000	16100000	16050000	79.1465
bin_01850	Chr07	16100000	16200000	16150000	80.1932
bin_01851	Chr07	16200000	16300000	16250000	80.9984
bin_01852	Chr07	16300000	16400000	16350000	81.3205
bin_01853	Chr07	16400000	16500000	16450000	81.6425
bin_01854	Chr07	16500000	16600000	16550000	82.9308
bin_01855	Chr07	16600000	16700000	16650000	83.7359
bin_01856	Chr07	16700000	16800000	16750000	84.4605
bin_01857	Chr07	16800000	16900000	16850000	85.0242
bin_01858	Chr07	16900000	17000000	16950000	85.1852
bin_01859	Chr07	17000000	17100000	17050000	85.3462
bin_01860	Chr07	17100000	17200000	17150000	85.7488
bin_01861	Chr07	17200000	17300000	17250000	86.2319
bin_01862	Chr07	17300000	17400000	17350000	86.876
bin_01863	Chr07	17400000	17600000	17500000	87.1176
bin_01864	Chr07	17600000	17700000	17650000	87.3591
bin_01865	Chr07	17700000	17800000	17750000	87.6006
bin_01866	Chr07	17800000	17900000	17850000	87.8422
bin_01867	Chr07	17900000	18000000	17950000	88.7279
bin_01868	Chr07	18000000	18100000	18050000	89.2915
bin_01869	Chr07	18100000	18200000	18150000	89.8551
bin_01870	Chr07	18200000	18300000	18250000	90.0966
bin_01871	Chr07	18300000	18600000	18450000	90.6602
bin_01872	Chr07	18600000	18700000	18650000	90.7407
bin_01873	Chr07	18700000	18800000	18750000	90.9823
bin_01874	Chr07	18800000	18900000	18850000	91.1433
bin_01875	Chr07	18900000	19000000	18950000	91.2238
bin_01876	Chr07	19000000	19100000	19050000	91.5459
bin_01877	Chr07	19100000	19200000	19150000	91.9485
bin_01878	Chr07	19200000	19300000	19250000	92.7536
bin_01879	Chr07	19300000	19400000	19350000	92.9952
bin_01880	Chr07	19400000	19600000	19500000	93.2367
bin_01881	Chr07	19600000	19700000	19650000	93.5588
bin_01882	Chr07	19700000	19800000	19750000	93.6393
bin_01883	Chr07	19800000	19900000	19850000	93.8808
bin_01884	Chr07	19900000	20000000	19950000	93.9614
bin_01885	Chr07	20000000	20100000	20050000	94.0419
bin_01886	Chr07	20100000	20200000	20150000	94.1224
bin_01887	Chr07	20200000	20300000	20250000	94.2834
bin_01888	Chr07	20300000	20400000	20350000	94.3639
bin_01889	Chr07	20400000	20700000	20550000	94.525
bin_01890	Chr07	20700000	21100000	20900000	94.686
bin_01891	Chr07	21100000	21300000	21200000	94.7665
bin_01892	Chr07	21300000	21400000	21350000	94.847
bin_01893	Chr07	21400000	21800000	21600000	94.9275
bin_01894	Chr07	21800000	22200000	22000000	95.0886
bin_01895	Chr07	22200000	22300000	22250000	95.1691
bin_01896	Chr07	22300000	22500000	22400000	95.3301
bin_01897	Chr07	22500000	22800000	22650000	95.4106
bin_01898	Chr07	22800000	22900000	22850000	95.4911
bin_01899	Chr07	22900000	23100000	23000000	95.7327
bin_01900	Chr07	23100000	23200000	23150000	95.9742
bin_01901	Chr07	23200000	23500000	23350000	96.1353
bin_01902	Chr07	23500000	23900000	23700000	96.2158
bin_01903	Chr07	23900000	25700000	24800000	96.2963
bin_01904	Chr07	25700000	31100000	28400000	96.3768
bin_01905	Chr07	31100000	31900000	31500000	96.5378
bin_01906	Chr07	31900000	32000000	31950000	96.6184
bin_01907	Chr07	32000000	32600000	32300000	96.6989
bin_01908	Chr07	32600000	33800000	33200000	96.7794
bin_01909	Chr07	33800000	35600000	34700000	96.8599
bin_01910	Chr07	35600000	36800000	36200000	96.9404
bin_01911	Chr07	36800000	36900000	36850000	97.0209
bin_01912	Chr07	36900000	37000000	36950000	97.1014
bin_01913	Chr07	37000000	37100000	37050000	97.5845
bin_01914	Chr07	37100000	37200000	37150000	97.9066
bin_01915	Chr07	37200000	37300000	37250000	99.1143
bin_01916	Chr07	37300000	37400000	37350000	100.3221
bin_01917	Chr07	37400000	37500000	37450000	101.5298
bin_01918	Chr07	37500000	37600000	37550000	101.9324
bin_01919	Chr07	37600000	37700000	37650000	102.7375
bin_01920	Chr07	37700000	37800000	37750000	103.6232
bin_01921	Chr07	37800000	37900000	37850000	104.7504
bin_01922	Chr07	37900000	38000000	37950000	105.6361
bin_01923	Chr07	38000000	38100000	38050000	106.3607
bin_01924	Chr07	38100000	38200000	38150000	107.0853
bin_01925	Chr07	38200000	38300000	38250000	108.3736
bin_01926	Chr07	38300000	38400000	38350000	108.8567
bin_01927	Chr07	38400000	38500000	38450000	109.9034
bin_01928	Chr07	38500000	38600000	38550000	110.789
bin_01929	Chr07	38600000	38700000	38650000	112.4799
bin_01930	Chr07	38700000	38800000	38750000	113.2045
bin_01931	Chr07	38800000	38900000	38850000	113.8486
bin_01932	Chr07	38900000	39000000	38950000	114.6538
bin_01933	Chr07	39000000	39100000	39050000	115.942
bin_01934	Chr07	39100000	39200000	39150000	117.0692
bin_01935	Chr07	39200000	39300000	39250000	117.9549
bin_01936	Chr07	39300000	39400000	39350000	119.2432
bin_01937	Chr07	39400000	39500000	39450000	120.7729
bin_01938	Chr07	39500000	39600000	39550000	121.256
bin_01939	Chr07	39600000	39700000	39650000	121.9807
bin_01940	Chr07	39700000	39800000	39750000	122.5443
bin_01941	Chr07	39800000	39900000	39850000	123.43
bin_01942	Chr07	39900000	40000000	39950000	123.9936
bin_01943	Chr07	40000000	40100000	40050000	124.4767
bin_01944	Chr07	40100000	40200000	40150000	125.5233
bin_01945	Chr07	40200000	40300000	40250000	126.087
bin_01946	Chr07	40300000	40400000	40350000	126.8921
bin_01947	Chr07	40400000	40500000	40450000	127.4557
bin_01948	Chr07	40500000	40600000	40550000	128.0998
bin_01949	Chr07	40600000	40700000	40650000	128.5829
bin_01950	Chr07	40700000	40800000	40750000	129.066
bin_01951	Chr07	40800000	40900000	40850000	129.8712
bin_01952	Chr07	40900000	41000000	40950000	131.1594
bin_01953	Chr07	41000000	41100000	41050000	131.8035
bin_01954	Chr07	41100000	41200000	41150000	132.2061
bin_01955	Chr07	41200000	41300000	41250000	133.1723
bin_01956	Chr07	41300000	41400000	41350000	133.2528
bin_01957	Chr07	41400000	41500000	41450000	133.8164
bin_01958	Chr07	41500000	41600000	41550000	134.058
bin_01959	Chr07	41600000	41700000	41650000	134.2995
bin_01960	Chr07	41700000	41800000	41750000	134.5411
bin_01961	Chr07	41800000	41900000	41850000	135.0242
bin_01962	Chr07	41900000	42000000	41950000	135.4267
bin_01963	Chr07	42000000	42100000	42050000	135.6683
bin_01964	Chr07	42100000	42200000	42150000	136.3929
bin_01965	Chr07	42200000	42300000	42250000	137.6006
bin_01966	Chr07	42300000	42400000	42350000	137.9227
bin_01967	Chr07	42400000	42500000	42450000	138.1643
bin_01968	Chr07	42500000	42700000	42600000	138.5668
bin_01969	Chr07	42700000	42800000	42750000	138.6473
bin_01970	Chr07	42800000	42900000	42850000	139.1304
bin_01971	Chr07	42900000	43000000	42950000	139.2915
bin_01972	Chr07	43000000	43100000	43050000	139.533
bin_01973	Chr07	43100000	43200000	43150000	139.9356
bin_01974	Chr07	43200000	43300000	43250000	140.3382
bin_01975	Chr07	43300000	43400000	43350000	140.5797
bin_01976	Chr07	43400000	43700000	43550000	140.6602
bin_01977	Chr07	43700000	43800000	43750000	141.4654
bin_01978	Chr07	43800000	43900000	43850000	142.351
bin_01979	Chr07	43900000	44000000	43950000	144.1224
bin_01980	Chr07	44000000	44100000	44050000	144.2834
bin_01981	Chr07	44100000	44200000	44150000	144.7665
bin_01982	Chr07	44200000	44300000	44250000	145.8132
bin_01983	Chr07	44300000	44400000	44350000	146.5378
bin_01984	Chr07	44400000	44500000	44450000	147.8261
bin_01985	Chr07	44500000	44600000	44550000	148.8728
bin_01986	Chr07	44600000	44700000	44650000	150.3221
bin_01987	Chr07	44700000	44800000	44750000	151.2077
bin_01988	Chr07	44800000	44900000	44850000	151.5298
bin_01989	Chr07	44900000	45000000	44950000	152.3349
bin_01990	Chr07	45000000	45100000	45050000	153.5427
bin_01991	Chr07	45100000	45200000	45150000	154.1063
bin_01992	Chr07	45200000	45300000	45250000	155.2335
bin_01993	Chr07	45300000	45400000	45350000	155.7166
bin_01994	Chr07	45400000	45500000	45450000	156.5217
bin_01995	Chr07	45500000	45600000	45550000	157.0853
bin_01996	Chr07	45600000	45700000	45650000	157.971
bin_01997	Chr07	45700000	45800000	45750000	158.2126
bin_01998	Chr07	45800000	45900000	45850000	160.0644
bin_01999	Chr07	45900000	46000000	45950000	160.2254
bin_02000	Chr07	46000000	46100000	46050000	160.7085
bin_02001	Chr07	46100000	46200000	46150000	161.3527
bin_02002	Chr07	46200000	46300000	46250000	161.8357
bin_02003	Chr07	46300000	46400000	46350000	162.7214
bin_02004	Chr07	46400000	46500000	46450000	163.4461
bin_02005	Chr07	46500000	46590119	46545059	164.6538
bin_02006	Chr08	1	200000	100000	0.0
bin_02007	Chr08	200000	300000	250000	0.0805
bin_02008	Chr08	300000	400000	350000	0.3221
bin_02009	Chr08	400000	500000	450000	0.5636
bin_02010	Chr08	500000	600000	550000	0.8857
bin_02011	Chr08	600000	700000	650000	1.3688
bin_02012	Chr08	700000	800000	750000	1.8519
bin_02013	Chr08	800000	900000	850000	2.3349
bin_02014	Chr08	900000	1000000	950000	3.3011
bin_02015	Chr08	1000000	1100000	1050000	4.4283
bin_02016	Chr08	1100000	1200000	1150000	4.8309
bin_02017	Chr08	1200000	1300000	1250000	5.7166
bin_02018	Chr08	1300000	1400000	1350000	6.1997
bin_02019	Chr08	1400000	1500000	1450000	6.8438
bin_02020	Chr08	1500000	1600000	1550000	7.1659
bin_02021	Chr08	1600000	1700000	1650000	7.5684
bin_02022	Chr08	1700000	1800000	1750000	8.5346
bin_02023	Chr08	1800000	1900000	1850000	9.1787
bin_02024	Chr08	1900000	2000000	1950000	9.8229
bin_02025	Chr08	2000000	2100000	2050000	10.628
bin_02026	Chr08	2100000	2200000	2150000	11.1916
bin_02027	Chr08	2200000	2300000	2250000	11.4332
bin_02028	Chr08	2300000	2400000	2350000	12.8824
bin_02029	Chr08	2400000	2500000	2450000	14.4122
bin_02030	Chr08	2500000	2600000	2550000	15.781
bin_02031	Chr08	2600000	2700000	2650000	17.0692
bin_02032	Chr08	2700000	2800000	2750000	17.8744
bin_02033	Chr08	2800000	2900000	2850000	18.599
bin_02034	Chr08	2900000	3000000	2950000	18.7601
bin_02035	Chr08	3000000	3100000	3050000	19.4847
bin_02036	Chr08	3100000	3200000	3150000	20.2899
bin_02037	Chr08	3200000	3300000	3250000	20.4509
bin_02038	Chr08	3300000	3400000	3350000	20.8535
bin_02039	Chr08	3400000	3500000	3450000	21.9002
bin_02040	Chr08	3500000	3600000	3550000	22.3027
bin_02041	Chr08	3600000	3700000	3650000	22.8663
bin_02042	Chr08	3700000	3800000	3750000	23.0274
bin_02043	Chr08	3800000	3900000	3850000	24.2351
bin_02044	Chr08	3900000	4000000	3950000	25.1208
bin_02045	Chr08	4000000	4100000	4050000	25.4428
bin_02046	Chr08	4100000	4200000	4150000	26.087
bin_02047	Chr08	4200000	4300000	4250000	27.1337
bin_02048	Chr08	4300000	4400000	4350000	27.6973
bin_02049	Chr08	4400000	4500000	4450000	28.5024
bin_02050	Chr08	4500000	4600000	4550000	29.066
bin_02051	Chr08	4600000	4700000	4650000	29.3881
bin_02052	Chr08	4700000	4800000	4750000	30.0322
bin_02053	Chr08	4800000	4900000	4850000	31.1594
bin_02054	Chr08	4900000	5000000	4950000	31.723
bin_02055	Chr08	5000000	5100000	5050000	32.4477
bin_02056	Chr08	5100000	5200000	5150000	34.058
bin_02057	Chr08	5200000	5300000	5250000	34.6216
bin_02058	Chr08	5300000	5400000	5350000	35.0242
bin_02059	Chr08	5400000	5500000	5450000	35.9098
bin_02060	Chr08	5500000	5600000	5550000	36.3929
bin_02061	Chr08	5600000	5700000	5650000	36.9565
bin_02062	Chr08	5700000	5800000	5750000	38.2448
bin_02063	Chr08	5800000	5900000	5850000	38.8889
bin_02064	Chr08	5900000	6000000	5950000	39.4525
bin_02065	Chr08	6000000	6100000	6050000	40.0161
bin_02066	Chr08	6100000	6200000	6150000	40.4187
bin_02067	Chr08	6200000	6300000	6250000	40.8213
bin_02068	Chr08	6300000	6400000	6350000	41.2238
